adulterant,ingredient_category,pair_count,chem_count,cat_count
High-fructose corn syrup,Preservatives,0,11,35
High-fructose corn syrup,Protein-based ingredients,0,11,35
High-fructose corn syrup,Functional food ingredients,0,11,34
High-fructose corn syrup,Gums,0,11,30
High-fructose corn syrup,Flavor chemicals,0,11,17
High-fructose corn syrup,Animal feed,0,11,12
High-fructose corn syrup,Emulsifiers,0,11,12
High-fructose corn syrup,Colors,0,11,5
High-fructose corn syrup,Nuts and nut-derived ingredients,0,11,5
Honey from non-authentic botanical origin,Sweeteners,11,11,173
Honey from non-authentic botanical origin,Oils,0,11,495
Honey from non-authentic botanical origin,Milk,0,11,408
Honey from non-authentic botanical origin,Spices,0,11,351
Honey from non-authentic botanical origin,Other,0,11,221
Honey from non-authentic botanical origin,Natural flavoring complexes,0,11,173
Honey from non-authentic botanical origin,"Fruit juices, concentrates, jams, purees, and preserves",0,11,167
Honey from non-authentic botanical origin,Seafood,0,11,134
Honey from non-authentic botanical origin,"Cereals, grains, and pulses",0,11,88
Honey from non-authentic botanical origin,Dairy products and milk derivatives,0,11,85
Honey from non-authentic botanical origin,"Wines, musts, spirits, liquors, and vinegars",0,11,73
Honey from non-authentic botanical origin,Meats,0,11,40
Honey from non-authentic botanical origin,Preservatives,0,11,35
Honey from non-authentic botanical origin,Protein-based ingredients,0,11,35
Honey from non-authentic botanical origin,Functional food ingredients,0,11,34
Honey from non-authentic botanical origin,Gums,0,11,30
Honey from non-authentic botanical origin,Flavor chemicals,0,11,17
Honey from non-authentic botanical origin,Animal feed,0,11,12
Honey from non-authentic botanical origin,Emulsifiers,0,11,12
Honey from non-authentic botanical origin,Colors,0,11,5
Honey from non-authentic botanical origin,Nuts and nut-derived ingredients,0,11,5
Melamine and related compounds,"Cereals, grains, and pulses",6,11,88
Melamine and related compounds,Protein-based ingredients,4,11,35
Melamine and related compounds,Milk,1,11,408
Melamine and related compounds,Oils,0,11,495
Melamine and related compounds,Spices,0,11,351
Melamine and related compounds,Other,0,11,221
Melamine and related compounds,Natural flavoring complexes,0,11,173
Melamine and related compounds,Sweeteners,0,11,173
Melamine and related compounds,"Fruit juices, concentrates, jams, purees, and preserves",0,11,167
Melamine and related compounds,Seafood,0,11,134
Melamine and related compounds,Dairy products and milk derivatives,0,11,85
Melamine and related compounds,"Wines, musts, spirits, liquors, and vinegars",0,11,73
Melamine and related compounds,Meats,0,11,40
Melamine and related compounds,Preservatives,0,11,35
Melamine and related compounds,Functional food ingredients,0,11,34
Melamine and related compounds,Gums,0,11,30
Melamine and related compounds,Flavor chemicals,0,11,17
Melamine and related compounds,Animal feed,0,11,12
Melamine and related compounds,Emulsifiers,0,11,12
Melamine and related compounds,Colors,0,11,5
Melamine and related compounds,Nuts and nut-derived ingredients,0,11,5
Non-authentic milk (bovine),Dairy products and milk derivatives,11,11,85
Non-authentic milk (bovine),Oils,0,11,495
Non-authentic milk (bovine),Milk,0,11,408
Non-authentic milk (bovine),Spices,0,11,351
Non-authentic milk (bovine),Other,0,11,221
Non-authentic milk (bovine),Natural flavoring complexes,0,11,173
Non-authentic milk (bovine),Sweeteners,0,11,173
Non-authentic milk (bovine),"Fruit juices, concentrates, jams, purees, and preserves",0,11,167
Non-authentic milk (bovine),Seafood,0,11,134
Non-authentic milk (bovine),"Cereals, grains, and pulses",0,11,88
Non-authentic milk (bovine),"Wines, musts, spirits, liquors, and vinegars",0,11,73
Non-authentic milk (bovine),Meats,0,11,40
Non-authentic milk (bovine),Preservatives,0,11,35
Non-authentic milk (bovine),Protein-based ingredients,0,11,35
Non-authentic milk (bovine),Functional food ingredients,0,11,34
Non-authentic milk (bovine),Gums,0,11,30
Non-authentic milk (bovine),Flavor chemicals,0,11,17
Non-authentic milk (bovine),Animal feed,0,11,12
Non-authentic milk (bovine),Emulsifiers,0,11,12
Non-authentic milk (bovine),Colors,0,11,5
Non-authentic milk (bovine),Nuts and nut-derived ingredients,0,11,5
Rice from non-authentic botanical origin,"Cereals, grains, and pulses",11,11,88
Rice from non-authentic botanical origin,Oils,0,11,495
Rice from non-authentic botanical origin,Milk,0,11,408
Rice from non-authentic botanical origin,Spices,0,11,351
Rice from non-authentic botanical origin,Other,0,11,221
Rice from non-authentic botanical origin,Natural flavoring complexes,0,11,173
Rice from non-authentic botanical origin,Sweeteners,0,11,173
Rice from non-authentic botanical origin,"Fruit juices, concentrates, jams, purees, and preserves",0,11,167
Rice from non-authentic botanical origin,Seafood,0,11,134
Rice from non-authentic botanical origin,Dairy products and milk derivatives,0,11,85
Rice from non-authentic botanical origin,"Wines, musts, spirits, liquors, and vinegars",0,11,73
Rice from non-authentic botanical origin,Meats,0,11,40
Rice from non-authentic botanical origin,Preservatives,0,11,35
Rice from non-authentic botanical origin,Protein-based ingredients,0,11,35
Rice from non-authentic botanical origin,Functional food ingredients,0,11,34
Rice from non-authentic botanical origin,Gums,0,11,30
Rice from non-authentic botanical origin,Flavor chemicals,0,11,17
Rice from non-authentic botanical origin,Animal feed,0,11,12
Rice from non-authentic botanical origin,Emulsifiers,0,11,12
Rice from non-authentic botanical origin,Colors,0,11,5
Rice from non-authentic botanical origin,Nuts and nut-derived ingredients,0,11,5
Juice of non-authentic botanical origin,"Fruit juices, concentrates, jams, purees, and preserves",10,10,167
Juice of non-authentic botanical origin,Oils,0,10,495
Juice of non-authentic botanical origin,Milk,0,10,408
Juice of non-authentic botanical origin,Spices,0,10,351
Juice of non-authentic botanical origin,Other,0,10,221
Juice of non-authentic botanical origin,Natural flavoring complexes,0,10,173
Juice of non-authentic botanical origin,Sweeteners,0,10,173
Juice of non-authentic botanical origin,Seafood,0,10,134
Juice of non-authentic botanical origin,"Cereals, grains, and pulses",0,10,88
Juice of non-authentic botanical origin,Dairy products and milk derivatives,0,10,85
Juice of non-authentic botanical origin,"Wines, musts, spirits, liquors, and vinegars",0,10,73
Juice of non-authentic botanical origin,Meats,0,10,40
Juice of non-authentic botanical origin,Preservatives,0,10,35
Juice of non-authentic botanical origin,Protein-based ingredients,0,10,35
Juice of non-authentic botanical origin,Functional food ingredients,0,10,34
Juice of non-authentic botanical origin,Gums,0,10,30
Juice of non-authentic botanical origin,Flavor chemicals,0,10,17
Juice of non-authentic botanical origin,Animal feed,0,10,12
Juice of non-authentic botanical origin,Emulsifiers,0,10,12
Juice of non-authentic botanical origin,Colors,0,10,5
Juice of non-authentic botanical origin,Nuts and nut-derived ingredients,0,10,5
Milk (caprine),Milk,10,10,408
Milk (caprine),Oils,0,10,495
Milk (caprine),Spices,0,10,351
Milk (caprine),Other,0,10,221
Milk (caprine),Natural flavoring complexes,0,10,173
Milk (caprine),Sweeteners,0,10,173
Milk (caprine),"Fruit juices, concentrates, jams, purees, and preserves",0,10,167
Milk (caprine),Seafood,0,10,134
Milk (caprine),"Cereals, grains, and pulses",0,10,88
Milk (caprine),Dairy products and milk derivatives,0,10,85
Milk (caprine),"Wines, musts, spirits, liquors, and vinegars",0,10,73
Milk (caprine),Meats,0,10,40
Milk (caprine),Preservatives,0,10,35
Milk (caprine),Protein-based ingredients,0,10,35
Milk (caprine),Functional food ingredients,0,10,34
Milk (caprine),Gums,0,10,30
Milk (caprine),Flavor chemicals,0,10,17
Milk (caprine),Animal feed,0,10,12
Milk (caprine),Emulsifiers,0,10,12
Milk (caprine),Colors,0,10,5
Milk (caprine),Nuts and nut-derived ingredients,0,10,5
Soy protein,Milk,9,10,408
Soy protein,Dairy products and milk derivatives,1,10,85
Soy protein,Oils,0,10,495
Soy protein,Spices,0,10,351
Soy protein,Other,0,10,221
Soy protein,Natural flavoring complexes,0,10,173
Soy protein,Sweeteners,0,10,173
Soy protein,"Fruit juices, concentrates, jams, purees, and preserves",0,10,167
Soy protein,Seafood,0,10,134
Soy protein,"Cereals, grains, and pulses",0,10,88
Soy protein,"Wines, musts, spirits, liquors, and vinegars",0,10,73
Soy protein,Meats,0,10,40
Soy protein,Preservatives,0,10,35
Soy protein,Protein-based ingredients,0,10,35
Soy protein,Functional food ingredients,0,10,34
Soy protein,Gums,0,10,30
Soy protein,Flavor chemicals,0,10,17
Soy protein,Animal feed,0,10,12
Soy protein,Emulsifiers,0,10,12
Soy protein,Colors,0,10,5
Soy protein,Nuts and nut-derived ingredients,0,10,5
Beet sugar,Sweeteners,8,9,173
Beet sugar,"Fruit juices, concentrates, jams, purees, and preserves",1,9,167
Beet sugar,Oils,0,9,495
Beet sugar,Milk,0,9,408
Beet sugar,Spices,0,9,351
Beet sugar,Other,0,9,221
Beet sugar,Natural flavoring complexes,0,9,173
Beet sugar,Seafood,0,9,134
Beet sugar,"Cereals, grains, and pulses",0,9,88
Beet sugar,Dairy products and milk derivatives,0,9,85
Beet sugar,"Wines, musts, spirits, liquors, and vinegars",0,9,73
Beet sugar,Meats,0,9,40
Beet sugar,Preservatives,0,9,35
Beet sugar,Protein-based ingredients,0,9,35
Beet sugar,Functional food ingredients,0,9,34
Beet sugar,Gums,0,9,30
Beet sugar,Flavor chemicals,0,9,17
Beet sugar,Animal feed,0,9,12
Beet sugar,Emulsifiers,0,9,12
Beet sugar,Colors,0,9,5
Beet sugar,Nuts and nut-derived ingredients,0,9,5
Common wheat (Triticum aestivum),"Cereals, grains, and pulses",9,9,88
Common wheat (Triticum aestivum),Oils,0,9,495
Common wheat (Triticum aestivum),Milk,0,9,408
Common wheat (Triticum aestivum),Spices,0,9,351
Common wheat (Triticum aestivum),Other,0,9,221
Common wheat (Triticum aestivum),Natural flavoring complexes,0,9,173
Common wheat (Triticum aestivum),Sweeteners,0,9,173
Common wheat (Triticum aestivum),"Fruit juices, concentrates, jams, purees, and preserves",0,9,167
Common wheat (Triticum aestivum),Seafood,0,9,134
Common wheat (Triticum aestivum),Dairy products and milk derivatives,0,9,85
Common wheat (Triticum aestivum),"Wines, musts, spirits, liquors, and vinegars",0,9,73
Common wheat (Triticum aestivum),Meats,0,9,40
Common wheat (Triticum aestivum),Preservatives,0,9,35
Common wheat (Triticum aestivum),Protein-based ingredients,0,9,35
Common wheat (Triticum aestivum),Functional food ingredients,0,9,34
Common wheat (Triticum aestivum),Gums,0,9,30
Common wheat (Triticum aestivum),Flavor chemicals,0,9,17
Common wheat (Triticum aestivum),Animal feed,0,9,12
Common wheat (Triticum aestivum),Emulsifiers,0,9,12
Common wheat (Triticum aestivum),Colors,0,9,5
Common wheat (Triticum aestivum),Nuts and nut-derived ingredients,0,9,5
Detergent,Milk,9,9,408
Detergent,Oils,0,9,495
Detergent,Spices,0,9,351
Detergent,Other,0,9,221
Detergent,Natural flavoring complexes,0,9,173
Detergent,Sweeteners,0,9,173
Detergent,"Fruit juices, concentrates, jams, purees, and preserves",0,9,167
Detergent,Seafood,0,9,134
Detergent,"Cereals, grains, and pulses",0,9,88
Detergent,Dairy products and milk derivatives,0,9,85
Detergent,"Wines, musts, spirits, liquors, and vinegars",0,9,73
Detergent,Meats,0,9,40
Detergent,Preservatives,0,9,35
Detergent,Protein-based ingredients,0,9,35
Detergent,Functional food ingredients,0,9,34
Detergent,Gums,0,9,30
Detergent,Flavor chemicals,0,9,17
Detergent,Animal feed,0,9,12
Detergent,Emulsifiers,0,9,12
Detergent,Colors,0,9,5
Detergent,Nuts and nut-derived ingredients,0,9,5
Juice from non-authentic botanical origin,"Fruit juices, concentrates, jams, purees, and preserves",9,9,167
Juice from non-authentic botanical origin,Oils,0,9,495
Juice from non-authentic botanical origin,Milk,0,9,408
Juice from non-authentic botanical origin,Spices,0,9,351
Juice from non-authentic botanical origin,Other,0,9,221
Juice from non-authentic botanical origin,Natural flavoring complexes,0,9,173
Juice from non-authentic botanical origin,Sweeteners,0,9,173
Juice from non-authentic botanical origin,Seafood,0,9,134
Juice from non-authentic botanical origin,"Cereals, grains, and pulses",0,9,88
Juice from non-authentic botanical origin,Dairy products and milk derivatives,0,9,85
Juice from non-authentic botanical origin,"Wines, musts, spirits, liquors, and vinegars",0,9,73
Juice from non-authentic botanical origin,Meats,0,9,40
Juice from non-authentic botanical origin,Preservatives,0,9,35
Juice from non-authentic botanical origin,Protein-based ingredients,0,9,35
Juice from non-authentic botanical origin,Functional food ingredients,0,9,34
Juice from non-authentic botanical origin,Gums,0,9,30
Juice from non-authentic botanical origin,Flavor chemicals,0,9,17
Juice from non-authentic botanical origin,Animal feed,0,9,12
Juice from non-authentic botanical origin,Emulsifiers,0,9,12
Juice from non-authentic botanical origin,Colors,0,9,5
Juice from non-authentic botanical origin,Nuts and nut-derived ingredients,0,9,5
Peanut oil,Oils,8,9,495
Peanut oil,Other,1,9,221
Peanut oil,Milk,0,9,408
Peanut oil,Spices,0,9,351
Peanut oil,Natural flavoring complexes,0,9,173
Peanut oil,Sweeteners,0,9,173
Peanut oil,"Fruit juices, concentrates, jams, purees, and preserves",0,9,167
Peanut oil,Seafood,0,9,134
Peanut oil,"Cereals, grains, and pulses",0,9,88
Peanut oil,Dairy products and milk derivatives,0,9,85
Peanut oil,"Wines, musts, spirits, liquors, and vinegars",0,9,73
Peanut oil,Meats,0,9,40
Peanut oil,Preservatives,0,9,35
Peanut oil,Protein-based ingredients,0,9,35
Peanut oil,Functional food ingredients,0,9,34
Peanut oil,Gums,0,9,30
Peanut oil,Flavor chemicals,0,9,17
Peanut oil,Animal feed,0,9,12
Peanut oil,Emulsifiers,0,9,12
Peanut oil,Colors,0,9,5
Peanut oil,Nuts and nut-derived ingredients,0,9,5
Rice flour,Milk,4,9,408
Rice flour,Spices,4,9,351
Rice flour,Meats,1,9,40
Rice flour,Oils,0,9,495
Rice flour,Other,0,9,221
Rice flour,Natural flavoring complexes,0,9,173
Rice flour,Sweeteners,0,9,173
Rice flour,"Fruit juices, concentrates, jams, purees, and preserves",0,9,167
Rice flour,Seafood,0,9,134
Rice flour,"Cereals, grains, and pulses",0,9,88
Rice flour,Dairy products and milk derivatives,0,9,85
Rice flour,"Wines, musts, spirits, liquors, and vinegars",0,9,73
Rice flour,Preservatives,0,9,35
Rice flour,Protein-based ingredients,0,9,35
Rice flour,Functional food ingredients,0,9,34
Rice flour,Gums,0,9,30
Rice flour,Flavor chemicals,0,9,17
Rice flour,Animal feed,0,9,12
Rice flour,Emulsifiers,0,9,12
Rice flour,Colors,0,9,5
Rice flour,Nuts and nut-derived ingredients,0,9,5
Sudan I dye,Spices,7,9,351
Sudan I dye,Other,2,9,221
Sudan I dye,Oils,0,9,495
Sudan I dye,Milk,0,9,408
Sudan I dye,Natural flavoring complexes,0,9,173
Sudan I dye,Sweeteners,0,9,173
Sudan I dye,"Fruit juices, concentrates, jams, purees, and preserves",0,9,167
Sudan I dye,Seafood,0,9,134
Sudan I dye,"Cereals, grains, and pulses",0,9,88
Sudan I dye,Dairy products and milk derivatives,0,9,85
Sudan I dye,"Wines, musts, spirits, liquors, and vinegars",0,9,73
Sudan I dye,Meats,0,9,40
Sudan I dye,Preservatives,0,9,35
Sudan I dye,Protein-based ingredients,0,9,35
Sudan I dye,Functional food ingredients,0,9,34
Sudan I dye,Gums,0,9,30
Sudan I dye,Flavor chemicals,0,9,17
Sudan I dye,Animal feed,0,9,12
Sudan I dye,Emulsifiers,0,9,12
Sudan I dye,Colors,0,9,5
Sudan I dye,Nuts and nut-derived ingredients,0,9,5
Vegetable oil,Oils,3,9,495
Vegetable oil,Milk,3,9,408
Vegetable oil,Dairy products and milk derivatives,3,9,85
Vegetable oil,Spices,0,9,351
Vegetable oil,Other,0,9,221
Vegetable oil,Natural flavoring complexes,0,9,173
Vegetable oil,Sweeteners,0,9,173
Vegetable oil,"Fruit juices, concentrates, jams, purees, and preserves",0,9,167
Vegetable oil,Seafood,0,9,134
Vegetable oil,"Cereals, grains, and pulses",0,9,88
Vegetable oil,"Wines, musts, spirits, liquors, and vinegars",0,9,73
Vegetable oil,Meats,0,9,40
Vegetable oil,Preservatives,0,9,35
Vegetable oil,Protein-based ingredients,0,9,35
Vegetable oil,Functional food ingredients,0,9,34
Vegetable oil,Gums,0,9,30
Vegetable oil,Flavor chemicals,0,9,17
Vegetable oil,Animal feed,0,9,12
Vegetable oil,Emulsifiers,0,9,12
Vegetable oil,Colors,0,9,5
Vegetable oil,Nuts and nut-derived ingredients,0,9,5
Benzethonium chloride (Antimicrobial compound),Preservatives,8,8,35
Benzethonium chloride (Antimicrobial compound),Oils,0,8,495
Benzethonium chloride (Antimicrobial compound),Milk,0,8,408
Benzethonium chloride (Antimicrobial compound),Spices,0,8,351
Benzethonium chloride (Antimicrobial compound),Other,0,8,221
Benzethonium chloride (Antimicrobial compound),Natural flavoring complexes,0,8,173
Benzethonium chloride (Antimicrobial compound),Sweeteners,0,8,173
Benzethonium chloride (Antimicrobial compound),"Fruit juices, concentrates, jams, purees, and preserves",0,8,167
Benzethonium chloride (Antimicrobial compound),Seafood,0,8,134
Benzethonium chloride (Antimicrobial compound),"Cereals, grains, and pulses",0,8,88
Benzethonium chloride (Antimicrobial compound),Dairy products and milk derivatives,0,8,85
Benzethonium chloride (Antimicrobial compound),"Wines, musts, spirits, liquors, and vinegars",0,8,73
Benzethonium chloride (Antimicrobial compound),Meats,0,8,40
Benzethonium chloride (Antimicrobial compound),Protein-based ingredients,0,8,35
Benzethonium chloride (Antimicrobial compound),Functional food ingredients,0,8,34
Benzethonium chloride (Antimicrobial compound),Gums,0,8,30
Benzethonium chloride (Antimicrobial compound),Flavor chemicals,0,8,17
Benzethonium chloride (Antimicrobial compound),Animal feed,0,8,12
Benzethonium chloride (Antimicrobial compound),Emulsifiers,0,8,12
Benzethonium chloride (Antimicrobial compound),Colors,0,8,5
Benzethonium chloride (Antimicrobial compound),Nuts and nut-derived ingredients,0,8,5
Grape wine from non-authentic botanical origin,"Wines, musts, spirits, liquors, and vinegars",8,8,73
