ingredient,function,form,id_test,assay,type,sort_name
Peppermint Oil,Flavoring Agent,Colorless Or Pale Yellow Liquid,All ID tests listed in monograph,All assays listed in monograph,pending,Peppermintoil
Perlite,Filter Aid In Food Processing,"Dense, Gray To Brown, Glassy Volcanic Rock",All ID tests listed in monograph,All assays listed in monograph,pending,Perlite
"Petitgrain Oil, Paraguay Type",Flavoring Agent,Yellow To Brown Yellow Liquid,Infrared spectra,Esters,pending,Petitgrainoilparaguaytype
Petrolatum,"Defoaming Agent, Lubricant, Protective Coating, Release Agent",Unctuous Mass Varying In Color From White To Yellow To Light Amber,None,None,high_suscept,Petrolatum
Petroleum Wax,"Defoaming Agent, Masticatory Substance In Chewing Gum Base, Microcapsules For Spices And Flavoring Agents, Protective Coating",Translucent Wax That Ranges In Color From Amber To Almost White,Infrared spectra,None,pending,Petroleumwax
"Petroleum Wax, Synthetic","Defoaming Agent, Masticatory Substance In Chewing Gum Base, Protective Coating",Off White To White Wax,Infrared spectra,None,high_suscept,Petroleumwaxsynthetic
Alpha Phellandrene,Flavoring Agent,Colorless To Slightly Yellow Liquid,Infrared spectra,None,pending,Phellandrene
Phenethyl Acetate,Flavoring Agent,Colorless Liquid,Infrared spectra,Procedure,pending,Phenethylacetate
Phenethyl Alcohol,Flavoring Agent,Colorless Liquid,Infrared spectra,Procedure,pending,Phenethylalcohol
Phenethyl Isobutyrate,Flavoring Agent,Colorless To Slightly Yellow Liquid,Infrared spectra,Procedure,pending,Phenethylisobutyrate
Phenethyl Isovalerate,Flavoring Agent,Colorless To Slightly Yellow Liquid,Infrared spectra,Procedure,pending,Phenethylisovalerate
2 Phenethyl 2 Methylbutyrate,Flavoring Agent,Colorless Liquid,None,Procedure,pending,Phenethylmethylbutyrate
Phenethyl Phenylacetate,Flavoring Agent,Colorless To Slightly Yellow Liquid,Infrared spectra,Procedure,pending,Phenethylphenylacetate
Phenethyl Salicylate,Flavoring Agent,White Crystalline Solid,Infrared spectra,Procedure,pending,Phenethylsalicylate
Phenoxyethyl Isobutyrate,Flavoring Agent,Colorless Liquid,Infrared spectra,Procedure,pending,Phenoxyethylisobutyrate
Phenylacetaldehyde,Flavoring Agent,"Colorless To Slightly Yellow, Oily Liquid",Infrared spectra,Procedure,pending,Phenylacetaldehyde
Phenylacetaldehyde Dimethyl Acetal,Flavoring Agent,Colorless Liquid,Infrared spectra,Procedure,pending,Phenylacetaldehydedimethylacetal
Phenylacetic Acid,Flavoring Agent,Glistening White Crystalline Solid,Infrared spectra,Procedure,pending,Phenylaceticacid
Dl Phenylalanine,Nutrient,White Crystalline Platelets,Infrared spectra,Procedure,high_suscept_id,Phenylalanine2
L Phenylalanine,Nutrient,"Colorless Or White, Plate Like Crystals Or White Crystalline Powder",Infrared absorption,Procedure,high_suscept_id,Phenylalanine3
Phenylethyl Anthranilate,Flavoring Agent,Colorless To Pale Yellow Crystalline Mass,Infrared spectra,Procedure,pending,Phenylethylanthranilate
Phenylethyl Butyrate,Flavoring Agent,Colorless To Pale Yellow Liquid,Infrared spectra,Procedure,pending,Phenylethylbutyrate
Phenyl Ethyl Cinnamate,Flavoring Agent,White To Pale Yellow Crystalline Solid,Infrared spectra,Procedure,pending,Phenylethylcinnamate
Phenyl Ethyl Propionate,Flavoring Agent,Colorless To Pale Yellow Liquid,Infrared spectra,Procedure,pending,Phenylethylpropionate
3 Phenyl 1 Propanol,Flavoring Agent,"Colorless, Slightly Viscous Liquid",Infrared spectra,Procedure,pending,Phenylpropanol
3 Phenylpropionaldehyde,Flavoring Agent,Colorless To Slightly Yellow Liquid,Infrared spectra,Procedure,pending,Phenylpropionaldehyde
2 Phenylpropionaldehyde Dimethyl Acetal,Flavoring Agent,Colorless To Slightly Yellow Liquid,Infrared spectra,Procedure,pending,Phenylpropionaldehydedimethylacetal
3 Phenylpropyl Acetate,Flavoring Agent,Colorless Liquid,Infrared spectra,Procedure,pending,Phenylpropylacetate
Phosphoric Acid,"Acidifier, Sequestrant","Colorless, Aqueous Solution",Phosphate,Procedure,high_suscept_id,Phosphoricacid
Pimenta Leaf Oil,Flavoring Agent,Pale Yellow To Light Brown Yellow Liquid That Becomes Darker With Age,Infrared spectra,Phenols,pending,Pimentaleafoil
Pimenta Oil,Flavoring Agent,"Colorless, Yellow, Or Orange Liquid That Becomes Darker With Age",Infrared spectra,Phenols,pending,Pimentaoil
Beta Pinene,Flavoring Agent,Colorless Liquid,None,Procedure,pending,Pinene
"Pine Needle Oil, Dwarf",Flavoring Agent,Colorless Or Yellow Liquid,Infrared spectra,Esters,pending,Pineneedleoildwarf
"Pine Needle Oil, Scotch Type",Flavoring Agent,Colorless Or Yellow Liquid,Infrared spectra,Procedure,high_suscept,Pineneedleoilscotchtype
Piperidine,Flavoring Agent,Colorless To Pale Yellow Liquid,Infrared spectra,Procedure,pending,Piperidine
Piperonal,Flavoring Agent,White Crystalline Substance,Infrared spectra,Procedure,pending,Piperonal
Poloxamer 331,"Solubilizing Agent In Flavor Concentrates, Stabilizing Agent In Flavor Concentrates",Practically Colorless Liquid,None,None,pending,Poloxamer331
Poloxamer 407,"Solubilizing Agent In Flavor Concentrates, Stabilizing Agent In Flavor Concentrates",White Solid,None,None,pending,Poloxamer407
Polydextrose,"Bulking Agent, Humectant, Texturizer",Off White To Light Tan Solid,All ID tests listed in monograph,All assays listed in monograph,pending,Polydextrose
Polydextrose Solution,"Bulking Agent, Humectant, Texturizer","Clear, Straw Colored Liquid",All ID tests listed in monograph,All assays listed in monograph,pending,Polydextrosesolution
Polyethylene,Masticatory Substance In Chewing Gum Base,"White, Translucent, Partially Crystalline And Partly Amorphous Resin",Infrared spectra,None,pending,Polyethylene
Polyethylene Glycols,"Binding Agent, Coating Agent, Dispersing Agent, Flavoring Adjuvant, Lubricant, Plasticizing Agent","Slightly Hazy, Colorless Or Practically Colorless, Viscous, Slightly Hygroscopid Liquid (If M.W.?600); Or Creamy White, Waxy Solid Or Flakes Resembling Paraffin That Are Freely Soluble In Water (If M.W.?1000)",None,None,high_suscept_id,Polyethyleneglycols
Polyglycerol Esters Of Fatty Acids,Emulsifier,"Light Yellow To Amber, Oily To Very Viscous Liquid; Light Tan To Medium Brown, Plastic Or Soft Solids; Or Light Tan To Brown, Hard, Waxy Solids",None,None,pending,Polyglycerolestersoffattyacids
Polyglycerol Polyricinoleic Acid,Emulsifier,"Clear, Light Brown, Viscous Liquid",All ID tests listed in monograph,All assays listed in monograph,pending,Polyglycerolpolyricinoleicacid
Polyisobutylene,Masticatory Substance In Chewing Gum Base,"Light In Color; Soft And Gummy (Low M.W. Grades), Or Tough And Elastic (High M.W. Grades)",Infrared spectra,None,pending,Polyisobutylene
Polypropylene Glycol,Defoaming Agent,"Clear, Colorless Or Practically Colorless, Viscous Liquid",None,None,pending,Polypropyleneglycol
Polysorbate 20,"Emulsifier, Stabilizer",Yellow To Amber Colored Liquid,Procedure,Oxyethylene content,pending,Polysorbate20
Polysorbate 40,"Emulsifier, Stabilizer",Lemon To Orange Colored Oily Liquid Or Semi Gel,All ID tests listed in monograph,All assays listed in monograph,pending,Polysorbate40
Polysorbate 60,"Emulsifier, Emulsifier, Stabilizer, Stabilizer","Yellow To Orange Colored, Oily Liquid Or Semigel",Procedure,Oxyethylene content,pending,Polysorbate60
Polysorbate 80,"Emulsifier, Stabilizer","Yellow To Orange Colored, Oily Liquid",All ID tests listed in monograph,All assays listed in monograph,high_suscept,Polysorbate80
Polyvinyl Acetate,Masticatory Substance In Chewing Gum Base,"Clear, Water White To Pale Yellow, Solid Resin",Infrared absorption,None,low_suscept,Polyvinylacetate
Polyvinyl Alcohol,"Binder, Coating, Sealing Agent, Surface Finishing Agent","Translucent, White Or Cream Colored Granular Powder",All ID tests listed in monograph,All assays listed in monograph,pending,Polyvinylalcohol
Pork Collagen,"Binder, Purge Reduction",Light Tan Powder,Procedure,Hydroxyproline content,high_suscept,Porkcollagen
Potassium Acid Tartrate,"Acidifier, Buffer","Colorless Or Slightly Opaque Crystals, Or As A White Crystalline Powder",All ID tests listed in monograph,All assays listed in monograph,pending,Potassiumacidtartrate
Potassium Alginate,"Gelling Agent, Stabilizer, Thickener","White To Yellow, Fibrous Or Granular Powder",All ID tests listed in monograph,All assays listed in monograph,high_suscept,Potassiumalginate
Potassium Benzoate,"Antimicrobial Agent, Preservative","White Granules, Crystalline Powder, Or Flakes",All ID tests listed in monograph,All assays listed in monograph,pending,Potassiumbenzoate
Potassium Bicarbonate,"Leavening Agent, P H Control","Colorless, Transparent, Monoclinic Prisms Or As A White, Granular Powder",All ID tests listed in monograph,All assays listed in monograph,pending,Potassiumbicarbonate
Potassium Bromate,"Maturing Agent, Oxidizing Agent",White Crystals Or Granular Powder,All ID tests listed in monograph,All assays listed in monograph,pending,Potassiumbromate
Potassium Carbonate,P H Control,"White, Granular Powder (Anhydrous Form); Or Small, White, Translucent Crystals Or Granules (Hydrated Form)",All ID tests listed in monograph,All assays listed in monograph,pending,Potassiumcarbonate
Potassium Carbonate Solution,P H Control,"Clear Or Slightly Turbid, Colorless, Alkaline Solution",All ID tests listed in monograph,All assays listed in monograph,pending,Potassiumcarbonatesolution
Potassium Chloride,"Gelling Agent, Nutrient, Salt Substitute, Yeast Food","Colorless, Elongated, Prismatic, Or Cubical Crystals, Or As A White, Granular Powder",All ID tests listed in monograph,All assays listed in monograph,pending,Potassiumchloride
Potassium Citrate,"Buffer, Sequestrant, Stabilizer","Transparent Crystals Or White, Granular Powder",All ID tests listed in monograph,All assays listed in monograph,high_suscept_id,Potassiumcitrate
Potassium Gibberellate,Enzyme Activator,"White To Slightly Off White, Crystalline Powder",All ID tests listed in monograph,All assays listed in monograph,pending,Potassiumgibberellate
Potassium Gluconate,"Nutrient, Sequestrant","White Or Yellow White, Crystalline Powder Or Granules",All ID tests listed in monograph,All assays listed in monograph,pending,Potassiumgluconate
Potassium Glycerophosphate,Nutrient,"Pale Yellow, Syrupy Liquid; Or, A Colorless To Pale Yellow, Syrupy Solution",Potassium,Procedure,pending,Potassiumglycerophosphate
Potassium Hydroxide,P H Control,"White Or Nearly White Pellets, Flakes, Sticks, Fused Masses, Or Other Forms",Potassium,Total alkali,pending,Potassiumhydroxide
Potassium Hydroxide Solution,P H Control,"Clear Or Slightly Turbid, Colorless Or Slightly Colored, Strongly Caustic, Hygroscopic Solution",Potassium,Total alkali,pending,Potassiumhydroxidesolution
Potassium Iodate,"Dough Conditioner, Maturing Agent, Oxidizing Agent","White, Crystalline Powder",Procedure,Procedure,pending,Potassiumiodate
Potassium Iodide,Nutrient,"Hexahedral Crystals, Either Transparent And Colorless Or Somewhat Opaque And White, Or As A White, Granular Powder",All ID tests listed in monograph,All assays listed in monograph,pending,Potassiumiodide
Potassium Lactate Solution,"Emulsifier, Flavor Enhancer, Flavoring Adjuvant, Flavoring Agent, Humectant, P H Control Agent","Clear, Colorless, Or Practically Colorless, Viscous Liquid",All ID tests listed in monograph,All assays listed in monograph,pending,Potassiumlactatesolution
Potassium Metabisulfite,"Antioxidant, Bleaching Agent, Preservative","White Or Colorless, Free Flowing Crystals, As A Crystalline Powder, Or As Granules",All ID tests listed in monograph,All assays listed in monograph,pending,Potassiummetabisulfite
Potassium Nitrate,"Antimicrobial Agent, Preservative","Colorless, Transparent Prisms, As White Granules, Or As A White, Crystalline Powder",All ID tests listed in monograph,All assays listed in monograph,pending,Potassiumnitrate
Potassium Nitrite,"Antimicrobial Agent, Color Fixative In Meat And Meat Products","Small, White Or Yellow, Deliquescent Granules Or Cylindrical Sticks",All ID tests listed in monograph,All assays listed in monograph,pending,Potassiumnitrite
"Potassium Phosphate, Dibasic","Buffer, Sequestrant, Yeast Food","Colorless Or White, Granular Salt",All ID tests listed in monograph,All assays listed in monograph,pending,Potassiumphosphatedibasic
"Potassium Phosphate, Monobasic","Buffer, Sequestrant, Yeast Food","Colorless Crystals Or As White, Granular Or Crystalline Powder",All ID tests listed in monograph,All assays listed in monograph,pending,Potassiumphosphatemonobasic
"Potassium Phosphate, Tribasic",Emulsifier,"White, Hygroscopic Crystals Or Granules",All ID tests listed in monograph,All assays listed in monograph,pending,Potassiumphosphatetribasic
Potassium Polymetaphosphate,"Emulsifier, Moisture Retaining Agent",White Powder,All ID tests listed in monograph,All assays listed in monograph,pending,Potassiumpolymetaphosphate
Potassium Pyrophosphate,"Emulsifier, Texturizer","Colorless Or White Crystals Or As A White, Crystalline Or Granular Powder",All ID tests listed in monograph,All assays listed in monograph,pending,Potassiumpyrophosphate
Potassium Sorbate,"Antimicrobial Agent, Preservative","White To Off White Crystals, Crystalline Powder, Or Pellets",All ID tests listed in monograph,All assays listed in monograph,low_suscept,Potassiumsorbate
Potassium Sulfate,P H Control,Colorless Or White Crystals Or As A Crystalline Powder,Potassium,Procedure,pending,Potassiumsulfate
Potassium Sulfite,"Antioxidant, Preservative",White Granular Powder,All ID tests listed in monograph,All assays listed in monograph,pending,Potassiumsulfite
Potassium Tripolyphosphate,Texturizer,White Granules Or White Powder,All ID tests listed in monograph,All assays listed in monograph,pending,Potassiumtripolyphosphate
Povidone,"Bodying Agent, Clarifying Agent, Coating On Fresh Fruit, Dispersant, Filtration Aid, Separation Aid, Stabilizer, Tableting Aid",White To Tan Powder,All ID tests listed in monograph,All assays listed in monograph,pending,Povidone
L Proline,Nutrient,White Crystals Or Crystalline Powder,Infrared absorption,Procedure,high_suscept_id,Proline
Propane,"Aerating Agent, Propellant","Colorless, Flammable Gas",All ID tests listed in monograph,All assays listed in monograph,low_suscept,Propane
Propenylguaethol,Flavoring Agent,"White, Crystalline Powder",Infrared spectra,Procedure,pending,Propenylguaethol
Propionaldehyde,Flavoring Agent,"Colorless, Mobile Liquid",Infrared spectra,Procedure,pending,Propionaldehyde
Propionic Acid,"Mold Inhibitor, Preservative",Oily Liquid,None,Procedure,pending,Propionicacid
Propyl Acetate,Flavoring Agent,Colorless Liquid,Infrared absorption,Procedure,pending,Propylacetate
Propyl Alcohol,Flavoring Agent,Colorless Liquid,Infrared spectra,Procedure,pending,Propylalcohol
P Propyl Anisole,Flavoring Agent,Colorless To Pale Yellow Liquid,Infrared spectra,Procedure,pending,Propylanisole
Propylene Glycol,"Humectant, Solvent, Wetting Agent","Clear, Colorless, Viscous Liquid",Infrared absorption,Procedure,low_suscept,Propyleneglycol
Propylene Glycol Alginate,"Emulsifier, Stabilizer, Thickener","White To Yellow, Fibrous Or Granular Powder",All ID tests listed in monograph,All assays listed in monograph,high_suscept,Propyleneglycolalginate
Propylene Glycol Mono And Diesters,"Emulsifier, Stabilizer","Clear Liquid Or As White To Yellow White Beads, Flakes, Or Other Solid Material",None,None,pending,Propyleneglycolmonoanddiesters
Propylene Oxide,"Antimicrobial Agent, Etc.), Modified Food Starch, Preservative, Propylene Glycol, Reactive Chemical Intermediate Used In The Manufacture Of Food Ingredients (Polyols",Colorless Volatile Liquid,All ID tests listed in monograph,All assays listed in monograph,low_suscept,Propyleneoxide
Propyl Formate,Flavoring Agent,Colorless To Pale Yellow Liquid,Infrared spectra,Procedure,pending,Propylformate
Propyl Gallate,Antioxidant,"Fine, White To Nearly White Powder",Melting range or temperature determination,Procedure,pending,Propylgallate
Propyl Mercaptan,Flavoring Agent,Colorless To Pale Yellow Liquid,Infrared spectra,Procedure,pending,Propylmercaptan
Propylparaben,"Antimicrobial Agent, Preservative","Small, Colorless Crystals Or As A White Powder",All ID tests listed in monograph,All assays listed in monograph,pending,Propylparaben
Propyl Propionate,Flavoring Agent,Colorless To Pale Yellow Liquid,Infrared spectra,Procedure,pending,Propylpropionate
Pullulan,"Film Forming Agent, Glazing Agent, Thickener",White To Off White Powder,All ID tests listed in monograph,All assays listed in monograph,pending,Pullulan
Pyridoxine Hydrochloride,Nutrient,"Colorless Or White Crystals, Or As A White, Crystalline Powder",All ID tests listed in monograph,All assays listed in monograph,pending,Pyridoxinehydrochloride
Pyrrole,Flavoring Agent,Colorless To Yellow Liquid,Infrared spectra,Procedure,pending,Pyrrole
Quinine Hydrochloride,Flavoring Agent,"White, Silky, Glistening Needle Like Crystals",All ID tests listed in monograph,All assays listed in monograph,high_suscept_id,Quininehydrochloride
Quinine Sulfate,Flavoring Agent,"Fine, White, Needle Like Crystals, Usually Lusterless",All ID tests listed in monograph,All assays listed in monograph,high_suscept_id,Quininesulfate
"Rapeseed Oil, Fully Hydrogenated","Coating Agent, Component Of Margarine Or Shortening, Cooking Or Salad Oil, Emulsifying Agent, Stabilizer, Texturizer, Thickener","White, Waxy Solid",Fatty acid composition,None,high_suscept,Rapeseedoilfullyhydrogenated
"Rapeseed Oil, Superglycerinated","Coating Agent, Component Of Margarine Or Shortening, Cooking Or Salad Oil, Emulsifying Agent, Texturizer",White Solid,Fatty acid composition,None,high_suscept,Rapeseedoilsuperglycerinated
Rebaudioside A,"Nonnutritive Sweetener, Sugar Substitute","White To Off White, Hygroscopic Fine Crystal, Granule, Or Powder",All ID tests listed in monograph,All assays listed in monograph,pending,Rebaudiosidea
Rhodinol,Flavoring Agent,Colorless Liquid,Infrared spectra,Procedure,pending,Rhodinol
Rhodinyl Acetate,Flavoring Agent,Colorless To Slightly Yellow Liquid,Infrared spectra,Procedure,pending,Rhodinylacetate
Rhodinyl Formate,Flavoring Agent,Colorless To Slightly Yellow Liquid,Infrared spectra,Procedure,pending,Rhodinylformate
Riboflavin,Nutrient,"Yellow To Orange Yellow, Crystalline Powder",Procedure,Procedure,high_suscept_id,Riboflavin
Riboflavin 5' Phosphate Sodium,Nutrient,"Fine, Orange Yellow, Crystalline Powder",Procedure,Procedure,pending,Riboflavinphosphatesodium
Rice Bran Wax,"Coating Agent, Masticatory Substance In Chewing Gum Base","Hard, Slightly Crystalline Substances That Ranges In Color From Tan To Light Brown",Infrared spectra,None,pending,Ricebranwax
Rosemary Oil,Flavoring Agent,Colorless Or Pale Yellow Liquid,All ID tests listed in monograph,All assays listed in monograph,high_suscept,Rosemaryoil
Rose Oil,Flavoring Agent,Colorless Or Yellow Liquid,Infrared spectra,None,high_suscept,Roseoil
Rue Oil,Flavoring Agent,Yellow To Yellow Amber Liquid,Infrared spectra,Ketones,high_suscept,Rueoil
Saccharin,Nonnutritive Sweetener,"White Crystals Or White, Crystalline Powder",All ID tests listed in monograph,All assays listed in monograph,pending,Saccharin
Safflower Oil (Unhydrogenated),"Coating Agent, Texturizer",Light Yellow Oil,Fatty acid composition,None,pending,Saffloweroilunhydrogenated
"Sage Oil, Dalmatian Type",Flavoring Agent,Yellow Or Green Yellow Liquid,Infrared spectra,Procedure,high_suscept,Sageoildalmatiantype
"Sage Oil, Spanish Type",Flavoring Agent,Colorless To Slightly Yellow Oil,Infrared spectra,None,high_suscept,Sageoilspanishtype
Salatrim,Reduced Energy Fat Replacement For Conventional Fats And Oils,"Ranges From A Slightly Viscous, Clear Amber Liquid To A Light Colored Waxy Solid",All ID tests listed in monograph,All assays listed in monograph,low_suscept,Salatrim
Salicylaldehyde,Flavoring Agent,Colorless To Yellow Liquid,Infrared spectra,Procedure,pending,Salicylaldehyde
"Sandalwood Oil, East Indian Type",Flavoring Agent,"Pale Yellow To Yellow, Somewhat Viscous, Oily Liquid",Infrared spectra,Total alcohols,high_suscept,Sandalwoodoileastindiantype
Santalol,Flavoring Agent,"Colorless To Slightly Yellow, Viscous Liquid",Infrared spectra,Procedure,pending,Santalol
Santalyl Acetate,Flavoring Agent,Colorless To Slightly Yellow Liquid,Infrared spectra,Procedure,pending,Santalylacetate
Savory Oil (Summer Variety),Flavoring Agent,Light Yellow To Dark Brown Liquid,Infrared spectra,Phenols,high_suscept,Savoryoilsummervariety
Seaweed Derived Calcium,Source Of Dietary Calcium,"Inert, Non Hygroscopic, White Powder",All ID tests listed in monograph,All assays listed in monograph,low_suscept,Seaweedderivedcalcium
L Selenomethionine,"Nutrient, Source Of Selenium","White To Off White, Crystalline Powder",All ID tests listed in monograph,All assays listed in monograph,low_suscept,Selenomethionine3
Dl Serine,Nutrient,White Crystals Or Crystalline Powder,Infrared spectra,Procedure,high_suscept_id,Serine2
L Serine,Nutrient,White Crystalline Powder,Infrared absorption,Procedure,high_suscept_id,Serine3
"Sheanut Oil, Refined","Coating Agent, Component Of A Mixture Of Oils Used As A Cocoa Butter Substitute, Used In Margarine And Shortening","Pale Yellow, Viscous Liquid",Fatty acid composition,None,pending,Sheanutoilrefined
"Shellac, Bleached","Coating Agent, Glaze, Surface Finishing Agent","Off White To Tan, Amorphous, Granular Resin",Procedure,None,pending,Shellacbleached
"Shellac, Bleached, Wax Free","Coating Agent, Glaze, Surface Finishing Agent","Amorphous, Light Yellow, Granular Resin",Procedure,None,pending,Shellacbleachedwaxfree
Silicon Dioxide,"Anticaking Agent, Carrier, Chillproofing Agent In Malt Beverages, Conditioning Agent, Defoaming Agent, Filter Aid",Amorphous Substance That Shows A Noncrystalline Pattern When Examined By X Ray Diffraction,All ID tests listed in monograph,All assays listed in monograph,pending,Silicondioxide
Sodium Acetate,Buffer,"Colorless, Transparent Crystals Or As A Granular, Crystalline Or White Powder",All ID tests listed in monograph,All assays listed in monograph,pending,Sodiumacetate
Sodium Acid Pyrophosphate,"Buffer, Emulsifier, Leavening Agent, Sequestrant","White, Crystalline Powder Or Granules",All ID tests listed in monograph,All assays listed in monograph,pending,Sodiumacidpyrophosphate
Sodium Alginate,"Emulsifier, Gelling Agent, Stabilizer, Thickener","White To Yellow Brown, Fibrous Or Granular Powder",All ID tests listed in monograph,All assays listed in monograph,high_suscept,Sodiumalginate
Sodium Aluminosilicate,Anticaking Agent,"Fine, White, Amorphous Powder, Or As Beads",All ID tests listed in monograph,All assays listed in monograph,low_suscept,Sodiumaluminosilicate
"Sodium Aluminum Phosphate, Acidic",Leavening Agent,White Powder,All ID tests listed in monograph,All assays listed in monograph,pending,Sodiumaluminumphosphateacidic
"Sodium Aluminum Phosphate, Basic",Emulsifier,White Powder,All ID tests listed in monograph,All assays listed in monograph,pending,Sodiumaluminumphosphatebasic
Sodium Ascorbate,"Antioxidant, Meat Curing Aid, Nutrient",White To Yellow Crystalline Powder,All ID tests listed in monograph,All assays listed in monograph,pending,Sodiumascorbate
Sodium Benzoate,"Antimicrobial Agent, Preservative","White Granules, A Crystalline Powder, Or Flakes",All ID tests listed in monograph,All assays listed in monograph,pending,Sodiumbenzoate
Sodium Bicarbonate,"Leavening Agent, P H Control Agent","White, Crystalline Powder",All ID tests listed in monograph,All assays listed in monograph,pending,Sodiumbicarbonate
Sodium Bisulfate,Acidifier,White Crystals Or Granules,All ID tests listed in monograph,All assays listed in monograph,pending,Sodiumbisulfate
Sodium Bisulfite,Preservative,White Or Yellow White Crystals Or As A Granular Powder,All ID tests listed in monograph,All assays listed in monograph,low_suscept,Sodiumbisulfite
Sodium Carbonate,P H Control,"Colorless Crystals Or As A White, Granular Or Crystalline Powder",All ID tests listed in monograph,All assays listed in monograph,pending,Sodiumcarbonate
"Sodium Carboxymethyl Cellulose, Enzymatically Hydrolyzed","Stabilizer, Thickener",White Or Slightly Yellowish Or Grayish Granular Or Fibrous Powder,All ID tests listed in monograph,All assays listed in monograph,low_suscept,Sodiumcarboxymethylcelluloseenzymaticallyhydrolyzed
Sodium Chloride,"Curing Agent, Dough Conditioner, Flavoring Agent, Flavoring Intensifier, Nutrient, Preservative","Transparent To Opaque, White Crystalline Solid Of Variable Particle Size",All ID tests listed in monograph,All assays listed in monograph,low_suscept,Sodiumchloride
Sodium Citrate,"Buffer, Emulsion Stabilizer, Nutrient For Cultured Buttermilk, Sequestrant","Colorless Crystals Or White, Crystalline Powder",All ID tests listed in monograph,All assays listed in monograph,low_suscept,Sodiumcitrate
Sodium Dehydroacetate,Preservative,White Or Nearly White Powder,Melting range or temperature determination,Procedure,pending,Sodiumdehydroacetate
Sodium Diacetate,"Antimicrobial Agent, Mold Inhibitor, Preservative, Sequestrant","White, Hygroscopic, Crystalline Solid",All ID tests listed in monograph,All assays listed in monograph,low_suscept,Sodiumdiacetate
Sodium Erythorbate,"Antioxidant, Preservative","White, Crystalline Powder Or As Granules",All ID tests listed in monograph,All assays listed in monograph,pending,Sodiumerythorbate
Sodium Ferric Pyrophosphate,Nutrient,White To Tan Powder,Procedure,Procedure,pending,Sodiumferricpyrophosphate
Sodium Ferrocyanide,Anticaking Agent For Sodium Chloride,Yellow Crystals Or As A Crystalline Powder,Procedure,Procedure,pending,Sodiumferrocyanide
Sodium Fumarate,"Acidulant, Buffering Agent, Flavoring Enhancer",White Crystalline Powder,All ID tests listed in monograph,All assays listed in monograph,high_suscept_id,Sodiumfumarate
Sodium Gluconate,"Nutrient, Sequestrant","White To Tan, Granular To Fine, Crystalline Powder",All ID tests listed in monograph,All assays listed in monograph,pending,Sodiumgluconate
Sodium Hydroxide,P H Control Agent,"White Or Nearly White Pellets, Flakes, Sticks, Fused Masses, Or Other Forms",Sodium,Procedure,pending,Sodiumhydroxide
Sodium Hydroxide Solutions,P H Control Agent,"Clear Or Slightly Turbid, Colorless Or Slightly Colored Liquids",Sodium,Total alkalinity,pending,Sodiumhydroxidesolutions
Sodium Hypophosphite,"Antioxidant, Preservative","White, Crystalline Powder, As White Granules, Or As Colorless, Pearly Crystalline Plates",All ID tests listed in monograph,All assays listed in monograph,pending,Sodiumhypophosphite
Sodium Iron Edta,Nutrient,Light Yellow To Yellow Brown Powder,All ID tests listed in monograph,All assays listed in monograph,pending,Sodiumironedta
Sodium Lactate Solution,"Emulsifier, Flavor Enhancer, Flavoring Adjuvant, Flavoring Agent, Humectant, P H Control Agent","Clear, Colorless Or Practically Colorless, Slightly Viscous Liquid",All ID tests listed in monograph,All assays listed in monograph,low_suscept,Sodiumlactatesolution
Sodium Lauryl Sulfate,Surface Active Agent,"Small, White Or Light Yellow Crystals",All ID tests listed in monograph,All assays listed in monograph,high_suscept_id,Sodiumlaurylsulfate
Sodium Lignosulfonate,"Binder, Boiler Water Additive, Dispersant","Brown, Amorphous Polymer",All ID tests listed in monograph,All assays listed in monograph,high_suscept,Sodiumlignosulfonate
Sodium Magnesium Aluminosilicate,Anticaking Agent,"Fine, White Powders Or Beads",All ID tests listed in monograph,All assays listed in monograph,low_suscept,Sodiummagnesiumaluminosilicate
Sodium Metabisulfite,"Antioxidant, Preservative","Colorless Crystals Or White To Yellow, Crystalline Powder",All ID tests listed in monograph,All assays listed in monograph,pending,Sodiummetabisulfite
"Sodium Metaphosphate, Insoluble","Emulsifier, Sequestrant, Texturizer","White, Crystalline Powder",All ID tests listed in monograph,All assays listed in monograph,pending,Sodiummetaphosphateinsoluble
Sodium Metasilicate,"Boiler Water Additive, Saponifying Agent","White, Free Flowing Granular Material",All ID tests listed in monograph,All assays listed in monograph,pending,Sodiummetasilicate
Sodium Methylate,Catalyst For The Trans Esterification Of Fats,"White, Amorphous, Hygroscopic, Free Flowing Powder",All ID tests listed in monograph,All assays listed in monograph,pending,Sodiummethylate
Sodium Nitrate,"Antimicrobial Agent, Preservative",Colorless Crystals Or White Crystalline Granules Or Powder,All ID tests listed in monograph,All assays listed in monograph,pending,Sodiumnitrate
Sodium Nitrite,"Antimicrobial Agent, Color Fixative In Meat And Meat Products, Preservative","White To Slightly Yellow, Granular Powder, Or As White Or Nearly White, Opaque, Fused Masses Or Sticks",All ID tests listed in monograph,All assays listed in monograph,high_suscept_id,Sodiumnitrite
"Sodium Phosphate, Dibasic","Buffer, Emulsifier, Nutrient, Texturizer","White, Crystalline Powder Or As Granules",All ID tests listed in monograph,All assays listed in monograph,low_suscept,Sodiumphosphatedibasic
"Sodium Phosphate, Monobasic","Buffer, Emulsifier, Nutrient","White, Crystalline Powder Or Granules (Anhydrous Form); Or White Or Transparent Crystals Or Granules (Hydrated Form)",All ID tests listed in monograph,All assays listed in monograph,pending,Sodiumphosphatemonobasic
