,classification,date_case,date_last_change,reference,country,type,category,subject
147,information for attention,09/07/2014,02/09/2014,2014.0939,Germany,food,cereals and bakery products,high content of aluminium (785 mg/kg - ppm) in doughnut flour from Vietnam
148,information for follow-up,09/07/2014,24/07/2014,2014.0944,Germany,food,"dietetic foods, food supplements, fortified foods","unauthorised placing on the market of and unauthorised substance beta-alanine in dietary food for intense muscular effort, for sportsmen from Poland"
149,alert,08/07/2014,01/10/2014,2014.0932,France,food,"dietetic foods, food supplements, fortified foods",unauthorised substances sibutramine and sildenafil in food supplement from the Netherlands and the United States
150,information for follow-up,02/07/2014,28/11/2014,2014.0905,Spain,food,"dietetic foods, food supplements, fortified foods",unauthorised substance lithium in drinkable food supplements from Switzerland
151,border rejection,02/07/2014,15/07/2014,2014.BCG,Germany,food,"dietetic foods, food supplements, fortified foods",unauthorised substance sildenafil (24650 mg/kg - ppm) in food supplement from the United States
152,alert,25/06/2014,14/07/2014,2014.0873,Germany,food,other food product / mixed,high content of iodine (276 mg/kg - ppm) in dried seaweed from South Korea
153,information for follow-up,25/06/2014,08/07/2014,2014.0870,Lithuania,food,"dietetic foods, food supplements, fortified foods","unauthorised substances zinc amino acid chelate, selenium amino acid chelate, calcium amino acid chelate, magnesium amino acid chelate and boron amino acid chelate in food supplement from the United Kingdom, via the Czech Republic"
154,border rejection,24/06/2014,02/07/2014,2014.BAS,Czech Republic,food,"dietetic foods, food supplements, fortified foods",unauthorised placing on the market (Azadirachta indica) of food supplement from India
155,information for attention,23/06/2014,12/02/2015,2014.0864,Spain,food,"dietetic foods, food supplements, fortified foods",unauthorised substance lithium in food supplement from Switzerland
156,information for attention,23/06/2014,02/07/2014,2014.0859,Poland,food,"dietetic foods, food supplements, fortified foods","unauthorised placing on the market (Mucuna pruriens seeds) of and unauthorised substances arginine alphaketoglutarate, alpha glycerylphosphorylcholine (GPC) and gamma-aminobutyric acid (GABA) in food for particular nutritional uses from the United States"
157,information for attention,20/06/2014,12/11/2014,2014.0845,Poland,food,"dietetic foods, food supplements, fortified foods",unauthorised placing on the market (Oxytropis falcate extract) of and unauthorised substance sodium glycerophosphate in food supplement from the United States
158,information for follow-up,19/06/2014,29/09/2015,2014.0836,Poland,food,"dietetic foods, food supplements, fortified foods","unauthorised placing on the market (Uva Ursi Leaf, Coleus Forskohlii, Ashwangandha Extract, Bioperine®) of, unauthorised novel food ingredient Rhodiola rosea and unauthorised substance phenethylamine in food supplement from the United States"
159,information for attention,18/06/2014,14/01/2015,2014.0828,Poland,food,"dietetic foods, food supplements, fortified foods",unauthorised substances synephrine (in combination with caffeine) and phenethylamine in food supplement from the United States
160,information for follow-up,18/06/2014,21/08/2014,2014.0833,Poland,food,"dietetic foods, food supplements, fortified foods","unauthorised placing on the market (Schisandra chinensis, Cordyceps sinensis) of and unauthorised novel food ingredient Rhodiola rosea in food supplement from the United States, via the Netherlands"
161,information for attention,18/06/2014,07/07/2014,2014.0827,Poland,food,"dietetic foods, food supplements, fortified foods",unauthorised substance yohimbine in food supplement from the United States
162,border rejection,18/06/2014,24/06/2014,2014.AZW,Greece,food,fruits and vegetables,unauthorised substance morpholine (0.20 mg/kg - ppm) in lemons from Argentina
163,information for follow-up,17/06/2014,26/11/2014,2014.0823,Poland,food,"dietetic foods, food supplements, fortified foods","unauthorised placing on the market (beta-ecdysterone, bioperine) of and unauthorised novel food ingredient Rhodiola rosea (rosavins) in food supplement from the United States, via the Netherlands"
164,information for attention,17/06/2014,02/07/2014,2014.0820,Poland,food,"dietetic foods, food supplements, fortified foods","unauthorised placing on the market (huperzine A, betaine nitrate, creatine) of food supplements from the United States"
165,information for attention,17/06/2014,02/07/2014,2014.0819,Poland,food,"dietetic foods, food supplements, fortified foods","unauthorised placing on the market (isopropyloctopamine, Hupperzia serrata- leaves ,  yohimbine, β-Methylphenylethylamine and trans-resveratrol) of food supplement from the United States"
166,information for attention,17/06/2014,25/06/2014,2014.0818,Poland,food,"dietetic foods, food supplements, fortified foods","unauthorised placing on the market (Hupperzia serratia, yohimbine , 11-hydroxyyohimbine, alpha-yohimbine  hordenine, synephrine, R-β-methylphenylethylamine, N-methyl-β-phenylethylamine) of food supplements from the United States"
167,border rejection,17/06/2014,24/06/2014,2014.AZU,Luxembourg,food,"dietetic foods, food supplements, fortified foods",too high content of vitamins in food supplements from the United States
168,information for follow-up,12/06/2014,20/08/2014,2014.0806,Spain,food,"dietetic foods, food supplements, fortified foods",unauthorised substance lithium in food supplement from Italy
169,information for follow-up,11/06/2014,30/09/2014,2014.0797,Lithuania,food,"dietetic foods, food supplements, fortified foods","unauthorised substance boron citrate in food supplement from the United States, via the Netherlands"
170,information for follow-up,11/06/2014,16/07/2014,2014.0796,Lithuania,food,"dietetic foods, food supplements, fortified foods","unauthorised substance chromium amino acid chelate in food supplement from the United States, via Hungary"
171,information for attention,10/06/2014,11/06/2014,2014.0789,United Kingdom,food,fruits and vegetables,benzalkonium chloride (BAC) (18 mg/kg - ppm) in eddoes from Costa Rica
172,border rejection,04/06/2014,13/06/2014,2014.AXA,Netherlands,food,other food product / mixed,"high content of aluminium (14.9 mg/kg - ppm) in noodles from China, via Hong Kong"
173,information for follow-up,04/06/2014,04/06/2014,2014.0771,Lithuania,food,"dietetic foods, food supplements, fortified foods","unauthorised substances boron chelate and vanadium in food supplement from the United States, via the United Kingdom"
174,alert,03/06/2014,04/08/2014,2014.0764,Italy,food,"dietetic foods, food supplements, fortified foods",unauthorised substance sildenafil thiono analogue (60 mg/item) in food supplement from Bulgaria
175,border rejection,27/05/2014,27/05/2014,2014.AVT,Germany,food,"dietetic foods, food supplements, fortified foods","unauthorised substances yohimbine (1260 mg/kg - ppm), synephrine (21220 mg/kg - ppm), 1,3 dimethylamylamine (DMAA) (13760 mg/kg - ppm) and methylsynephrine (45740 mg/kg - ppm) in food supplements from the United States"
176,border rejection,26/05/2014,05/06/2014,2014.AVK,Germany,food,"dietetic foods, food supplements, fortified foods","unauthorised substance 1,3 dimethylamylamine (DMAA) (2950 µg/kg - ppb) in food supplement from the United States"
177,border rejection,23/05/2014,04/06/2014,2014.AVB,Germany,food,"dietetic foods, food supplements, fortified foods","unauthorised substance 1,3 dimethylamylamine (DMAA) (8290 mg/kg - ppm) in food supplement from the United States"
178,information for follow-up,21/05/2014,29/07/2014,2014.0708,Lithuania,food,"dietetic foods, food supplements, fortified foods","magnesium aspartate unauthorised in food supplement from the United States, via the Netherlands and via Poland"
179,border rejection,21/05/2014,22/05/2014,2014.AUI,Germany,food,"dietetic foods, food supplements, fortified foods",unauthorised substance yohimbine in food supplements from the United States
180,border rejection,21/05/2014,22/05/2014,2014.AUF,Germany,food,"dietetic foods, food supplements, fortified foods","unauthorised substances synephrine (19350; 20120 mg/kg - ppm), 1,3 dimethylamylamine (DMAA) (52950; 55300 mg/kg - ppm) and methylsynephrine (32110; 30030 mg/kg - ppm) in food supplements from the United States"
181,border rejection,21/05/2014,21/05/2014,2014.AUH,Germany,food,"dietetic foods, food supplements, fortified foods",unauthorised substance yohimbine (5080 mg/kg - ppm) in food supplements from the United States
182,information for follow-up,19/05/2014,29/07/2014,2014.0690,Norway,food,"dietetic foods, food supplements, fortified foods",magnesium aspartate unauthorised in food supplement from Norway
183,alert,16/05/2014,06/01/2015,2014.0670,Czech Republic,food,"nuts, nut products and seeds","high content of morphine (56.2 mg/kg - ppm) in blue poppy seeds from France, packaged in Slovakia"
184,information for follow-up,16/05/2014,29/07/2014,2014.0676,Finland,food,"dietetic foods, food supplements, fortified foods",magnesium aspartate unauthorised in food supplement from Sweden
185,alert,16/05/2014,24/06/2014,2014.0669,France,food,"dietetic foods, food supplements, fortified foods","risk of overdosage with nicotinic acid (0.165 g/100g) from consuming food supplement from the United Kingdom, via the Netherlands"
186,alert,15/05/2014,20/11/2014,2014.0665,France,food,"dietetic foods, food supplements, fortified foods","risk of overdosage with nicotinic acid (3.11 g/100g) from consuming food supplement from the United States, via Hungary"
187,alert,15/05/2014,19/11/2014,2014.0666,France,food,"dietetic foods, food supplements, fortified foods","risk of overdosage with nicotinic acid (1.082 g/100g) from consuming food supplement from the Czech Republic, via the United Kingdom and via Gibraltar"
188,information for follow-up,13/05/2014,20/11/2014,2014.0654,Lithuania,food,"dietetic foods, food supplements, fortified foods",magnesium aspartate unauthorised in food supplement from the United States
189,information for follow-up,13/05/2014,21/08/2014,2014.0656,Lithuania,food,"dietetic foods, food supplements, fortified foods","unauthorised substance vinpocetine in food supplement from the United States, via the United Kingdom and via Poland"
190,information for follow-up,13/05/2014,13/05/2014,2014.0658,Sweden,food,"dietetic foods, food supplements, fortified foods","unauthorised placing on the market of food supplement containing senna (Cassia angustifolia) from India, via the Netherlands"
191,border rejection,08/05/2014,22/09/2014,2014.ASX,Malta,food,"dietetic foods, food supplements, fortified foods",unauthorised placing on the market of relax tea containing St. John Wort (Hypericum perforatum) from the United States
192,information for attention,08/05/2014,29/07/2014,2014.0639,Finland,food,"dietetic foods, food supplements, fortified foods",magnesium aspartate unauthorised in food supplement from the United States
193,information for attention,08/05/2014,29/07/2014,2014.0637,Finland,food,"dietetic foods, food supplements, fortified foods",magnesium aspartate unauthorised in food supplements from the United States
194,information for follow-up,08/05/2014,29/07/2014,2014.0636,Finland,food,"dietetic foods, food supplements, fortified foods",magnesium aspartate unauthorised in food supplement from Sweden
195,information for follow-up,08/05/2014,03/07/2014,2014.0634,Lithuania,food,"dietetic foods, food supplements, fortified foods","unauthorised substance vanadium in food supplement from the United Kingdom and the United States, via Estonia and via Latvia"
196,information for attention,08/05/2014,15/05/2014,2014.0638,Finland,food,"dietetic foods, food supplements, fortified foods","unauthorised substance boron glycinate in food supplement from the United States, via Canada"
197,information for follow-up,07/05/2014,29/07/2014,2014.0626,Lithuania,food,"dietetic foods, food supplements, fortified foods","magnesium aspartate unauthorised in food supplements from the Netherlands, via Poland"
198,alert,06/05/2014,01/08/2014,2014.0617,Italy,food,"dietetic foods, food supplements, fortified foods",unauthorised substance sildenafil thiono analogue (14.7 %) in food supplement from the Czech Republic
199,information for attention,05/05/2014,30/09/2014,2014.0612,Lithuania,food,"dietetic foods, food supplements, fortified foods","unauthorised substances vanadium, boron citrate, selenium chelate, copper chelate, manganese chelate, chromium chelate and molybdenum chelate in food supplements from the United States, via Ireland and via the United Kingdom"
