,classification,date_case,date_last_change,reference,country,type,category,subject
153,border rejection,31/07/2014,07/01/2015,2014.BGS,Finland,food,fruits and vegetables,too high content of sulphite (140; 160 mg/kg - ppm) in dried pineapple and mango bites from the Philippines
154,information for attention,30/07/2014,31/10/2014,2014.1048,Denmark,food,non-alcoholic beverages,"too high content of E 210 - benzoic acid (230 mg/kg - ppm) in soft drinks (sarsi) from Vietnam, via the Netherlands"
155,information for attention,28/07/2014,07/01/2015,2014.1036,Italy,food,fruits and vegetables,too high content of sulphite (2560 mg/kg - ppm) in dried apricots from Turkey
156,border rejection,22/07/2014,07/01/2015,2014.BEQ,Bulgaria,food,fruits and vegetables,too high content of sulphite (2644 mg/kg - ppm) in dried apricots from Turkey
157,border rejection,17/07/2014,18/02/2015,2014.BED,Cyprus,food,fruits and vegetables,unauthorised use of colour E 122 - azorubine in pickles from Lebanon
158,information for attention,11/07/2014,07/01/2015,2014.0957,Latvia,food,fruits and vegetables,too high content of sulphite (2126 mg/kg - ppm) in dried apricots from Uzbekistan
159,border rejection,23/06/2014,24/06/2014,2014.BAN,Greece,food,non-alcoholic beverages,too high content of E 211 - sodium benzoate (223 mg/l) in mango juice drink from Pakistan
160,information for follow-up,18/06/2014,22/07/2014,2014.0825,Ireland,food,non-alcoholic beverages,"too high content of colour E 110 - Sunset Yellow FCF (68.2 mg/l) in soft drink from India, via the United Kingdom"
161,information for follow-up,17/06/2014,24/06/2014,2014.0822,Ireland,food,non-alcoholic beverages,too high content of colour E 102 - tartrazine (169.3 mg/l) in pineapple soft drink from Ireland
162,alert,16/06/2014,22/07/2014,2014.0814,Denmark,food,fruits and vegetables,"undeclared sulphite (45; 70 mg/kg - ppm) in pickled lime from Thailand, via the Netherlands"
163,alert,16/06/2014,22/07/2014,2014.0813,Denmark,food,fruits and vegetables,"undeclared sulphite (32; 34 mg/kg - ppm) in water chestnuts in brine from Thailand, via the Netherlands"
164,information for follow-up,13/06/2014,03/07/2014,2014.0811,Denmark,food,cereals and bakery products,"unauthorised use of colour E 102 - tartrazine (22 mg/kg - ppm), of colour E 110 - Sunset Yellow FCF (11.2 mg/kg - ppm), of colour E 122 - azorubine (24 mg/kg - ppm) and of colour E 133 - Brilliant Blue FCF (2.2 mg/kg - ppm) in pasta vermicelli from Pakistan, via the United Kingdom"
165,information for attention,12/06/2014,25/09/2014,2014.0803,Latvia,food,fruits and vegetables,undeclared sulphite (1968.0 mg/kg - ppm) in dried apricots from Uzbekistan
166,border rejection,11/06/2014,19/06/2014,2014.AYC,United Kingdom,food,non-alcoholic beverages,E 385 - calcium disodium ethylene diamine tetra acetate (CDEDTA) unauthorised in fruity flavour soft drinks from the United States
167,information for follow-up,10/06/2014,19/06/2014,2014.0785,Finland,food,"soups, broths, sauces and condiments","E 210 - benzoic acid (1140 mg/kg - ppm) unauthorised in minced ginger and garlic paste from India, via the Netherlands"
168,border rejection,06/06/2014,08/08/2014,2014.AXS,Cyprus,food,non-alcoholic beverages,too high content of colour E 110 - Sunset Yellow FCF (40.9 mg/l) in carbonated soft drink from Syria
169,information for follow-up,05/06/2014,19/06/2014,2014.0777,Slovakia,food,"dietetic foods, food supplements, fortified foods","too high content of colour E 129 - Allura Red AC (563; 795 mg/kg - ppm) in food supplement manufactured in the Czech Republic, with raw material from the United States"
170,information for attention,04/06/2014,25/06/2014,2014.0773,Poland,food,fruits and vegetables,undeclared sulphite (72; 75 mg/kg - ppm) in dried organic apricots from Turkey
171,alert,03/06/2014,17/06/2014,2014.0763,Poland,food,fruits and vegetables,"undeclared sulphite (126;95 mg/kg - ppm) in organic dried dates from Tunisia, via Germany"
172,information for follow-up,30/05/2014,15/07/2014,2014.0753,Bulgaria,food,fish and fish products,unauthorised use of colour E 110 - Sunset Yellow FCF and of colour E 124 - Ponceau 4R / cochineal red A in herring fillet from Lithuania
173,border rejection,28/05/2014,13/06/2014,2014.AVW,Cyprus,food,cereals and bakery products,unauthorised use of colour E 102 - tartrazine in noodles from Singapore
174,border rejection,28/05/2014,28/05/2014,2014.AVX,Latvia,food,fruits and vegetables,too high content of colour E 110 - Sunset Yellow FCF (73.5 mg/kg - ppm) in dehydrated pineapple core from Thailand
175,border rejection,26/05/2014,26/05/2014,2014.AVJ,Spain,food,crustaceans and products thereof,E 521 - aluminium sodium sulphate unauthorised in frozen prefried breaded prawns from Vietnam
176,border rejection,19/05/2014,20/05/2014,2014.ATY,Italy,food,non-alcoholic beverages,undeclared colour E 102 - tartrazine and unauthorised use of colour E 127 - erythrosine in fruit juices from the Philippines
177,information for attention,13/05/2014,17/06/2014,2014.0660,Latvia,food,fruits and vegetables,undeclared sulphite (256 mg/kg - ppm) in dried pitted prunes from Uzbekistan
178,border rejection,12/05/2014,07/01/2015,2014.ATC,Spain,food,confectionery,too high content of sulphite (176 mg/kg - ppm) in dried kiwi slices from China
179,information for follow-up,09/05/2014,15/05/2014,2014.0643,Denmark,food,herbs and spices,"unauthorised use of colour E 124 - Ponceau 4R / cochineal red A (1140 mg/kg - ppm) in tandoori masala from unknown origin, via the United Kingdom"
180,border rejection,07/05/2014,07/01/2015,2014.ASS,Finland,food,fruits and vegetables,"too high content of sulphite (175; 180; 345 mg/kg - ppm) in dried banana, pineapple, mango from the Philippines"
181,border rejection,07/05/2014,25/11/2014,2014.ASV,Cyprus,food,non-alcoholic beverages,too high content of colour E 110 - Sunset Yellow FCF (50.6 mg/kg - ppm) in carbonated orange soft drinks from Saudi Arabia
182,border rejection,06/05/2014,18/12/2014,2014.ASO,Spain,food,"soups, broths, sauces and condiments",unauthorised use of colour E 110 - Sunset Yellow FCF (0.01 %) in sauce from the Dominican Republic
183,alert,02/05/2014,07/01/2015,2014.0598,Denmark,food,"soups, broths, sauces and condiments",too high content of sulphite (120; 164 mg/kg - ppm) and undeclared sulphite in sauce from Thailand
184,border rejection,02/05/2014,06/05/2014,2014.ASM,Spain,food,other food product / mixed,unauthorised use of colour E 110 - Sunset Yellow FCF in biscuits different flavours from the Dominican Republic
185,information for follow-up,28/04/2014,07/01/2015,2014.0570,Finland,food,fruits and vegetables,too high content of sulphite (295 mg/kg - ppm) in pre-cooked potatoes from Spain
186,information for follow-up,25/04/2014,10/06/2014,2014.0562,Slovakia,food,confectionery,"too high content of colour E 104 - quinoline yellow (40.2 mg/kg - ppm) in marshmallow pops from China, via Germany"
187,border rejection,24/04/2014,24/04/2014,2014.ART,Finland,food,fruits and vegetables,E 210 - benzoic acid (225 mg/kg - ppm) and E 200 - sorbic acid (740 mg/kg - ppm) unauthorised and unauthorised use of colour E 102 - tartrazine in pickled mango from Vietnam
188,information for follow-up,18/04/2014,28/05/2014,2014.0539,Lithuania,food,fish and fish products,too high content of phosphate (6900 mg/kg - ppm) in frozen Alaska pollock fillets (Theragra chalcogramma) from China
189,information for follow-up,18/04/2014,16/05/2014,2014.0540,Poland,food,confectionery,"too high content of colour E 110 - Sunset Yellow FCF (20.4 mg/kg - ppm) in chewing gums from China, via Lithuania"
190,alert,14/04/2014,30/05/2014,2014.0507,Italy,food,crustaceans and products thereof,undeclared sulphite (304 mg/kg - ppm) in frozen Norway lobster (Nephrops norvegicus) from Ireland
191,border rejection,11/04/2014,29/05/2014,2014.AQI,Cyprus,food,fruits and vegetables,unauthorised use of colour E 127 - erythrosine in pickled ginger from Thailand
192,information for follow-up,08/04/2014,22/05/2014,2014.0478,Italy,food,confectionery,too high content of colour E 133 - Brilliant Blue FCF (493.2; 454.4 mg/kg - ppm) in candy with gum from Spain
193,border rejection,08/04/2014,08/04/2014,2014.APJ,Italy,food,confectionery,salicylic acid (1.5 mg/kg - ppm) and undeclared colour E 102 - tartrazine in candies with corn flavour from China
194,information for follow-up,07/04/2014,06/05/2014,2014.0475,Greece,food,wine,too high content of E 210 - benzoic acid (1158 mg/l) in bottled semisweet red wine from Bulgaria
195,information for attention,07/04/2014,10/04/2014,2014.0471,Lithuania,food,fruits and vegetables,sweetener E 954 - saccharin (303.4; 399.5 mg/kg - ppm) unauthorised in dried ginger from China
196,border rejection,02/04/2014,16/04/2014,2014.AOS,Italy,food,bivalve molluscs and products thereof,E 451 - triphosphate (on label) unauthorised in chilled raw scallops (Placopecten spp) from the United States
197,border rejection,27/03/2014,07/01/2015,2014.ANX,Spain,food,fruits and vegetables,too high content of sulphite (2962 mg/kg - ppm) in dried apricots from Turkey
198,border rejection,27/03/2014,07/01/2015,2014.ANQ,Cyprus,food,fruits and vegetables,too high content of sulphite (2961 mg/kg - ppm) and undeclared sulphite in dried mango slices from Lebanon
199,alert,25/03/2014,29/04/2014,2014.0402,Ireland,food,prepared dishes and snacks,undeclared sulphite (237 mg/kg - ppm) in chilled sausage rolls from the United Kingdom
200,information for follow-up,24/03/2014,26/03/2014,2014.0385,United Kingdom,food,confectionery,unauthorised use of colour E 127 - erythrosine (110 mg/kg - ppm) in raspberry marshmallow fluff from the United States
201,border rejection,18/03/2014,19/03/2014,2014.AMO,Slovakia,food,non-alcoholic beverages,too high content of colour E 124 - Ponceau 4R / cochineal red A (18.6 mg/kg - ppm) in strawberry flavoured syrup from Israel
202,border rejection,07/03/2014,07/01/2015,2014.ALB,Spain,food,fruits and vegetables,too high content of sulphite (2620 mg/kg - ppm) in dried apricots from Turkey
203,alert,05/03/2014,05/03/2014,2014.0298,Finland,food,fruits and vegetables,"unauthorised colour E 128 - Red 2G and unauthorised use of colour E 110 - Sunset Yellow FCF and of colour E 124 - Ponceau 4R / cochineal red A in sliced ginger pickles from Japan, via the Netherlands"
204,information for follow-up,03/03/2014,19/09/2014,2014.0287,United Kingdom,food,non-alcoholic beverages,too high content of E 210 - benzoic acid (330 mg/l) and unauthorised food additive brominated vegetable oil (BVO) in soft drink from the United States
205,information for attention,26/02/2014,26/02/2014,2014.0273,Czech Republic,food,fruits and vegetables,too high content of colour E 110 - Sunset Yellow FCF (132 mg/kg - ppm) in dried candied pineapples from Thailand
206,border rejection,19/02/2014,18/03/2014,2014.AIP,Greece,food,"nuts, nut products and seeds",E 223 - Sodium metabisulphite unauthorised in coconut milk from Thailand
207,information for follow-up,14/02/2014,07/01/2015,2014.0224,Italy,food,crustaceans and products thereof,too high content of sulphite (338.9 mg/kg - ppm) in frozen whole Norway lobsters (Nephrops norvegicus) from the United Kingdom
208,information for follow-up,12/02/2014,21/02/2014,2014.0211,Greece,food,confectionery,too high content of colour E 110 - Sunset Yellow FCF (44 mg/kg - ppm) in candied fruit from Thailand
209,border rejection,10/02/2014,01/04/2014,2014.AHH,Portugal,food,"dietetic foods, food supplements, fortified foods",E 216 - propyl p-hydroxybenzoate unauthorised in food supplement from Brazil
210,border rejection,10/02/2014,10/02/2014,2014.AHM,United Kingdom,food,non-alcoholic beverages,E 385 - calcium disodium ethylene diamine tetra acetate (CDEDTA) unauthorised and unauthorised food additive brominated vegetable oil (BVO) in soft drinks from the United States
211,border rejection,06/02/2014,08/02/2014,2014.AGN,United Kingdom,food,confectionery,suffocation risk as a result of the consumption of and E 407 - carrageenan unauthorised in mini cup jelly from Singapore
212,border rejection,05/02/2014,17/03/2014,2014.AGJ,Poland,food,fruits and vegetables,unauthorised use of colour E 102 - tartrazine in pickled radish from China
213,border rejection,04/02/2014,11/02/2014,2014.AGC,United Kingdom,food,non-alcoholic beverages,E 385 - calcium disodium ethylene diamine tetra acetate (CDEDTA) unauthorised and unauthorised food additive brominated vegetable oil (BVO) in lemon soda from the United States
214,border rejection,04/02/2014,11/02/2014,2014.AFZ,United Kingdom,food,non-alcoholic beverages,E 385 - calcium disodium ethylene diamine tetra acetate (CDEDTA) unauthorised and unauthorised food additive brominated vegetable oil (BVO) in soft drinks from the United States
215,border rejection,04/02/2014,05/02/2014,2014.AGB,United Kingdom,food,non-alcoholic beverages,E 385 - calcium disodium ethylene diamine tetra acetate (CDEDTA) unauthorised and unauthorised food additive brominated vegetable oil (BVO) in soft drink from the United States
216,border rejection,04/02/2014,05/02/2014,2014.AGA,United Kingdom,food,non-alcoholic beverages,E 385 - calcium disodium ethylene diamine tetra acetate (CDEDTA) unauthorised and unauthorised food additive brominated vegetable oil (BVO) in soft drinks from the United States
217,border rejection,04/02/2014,04/02/2014,2014.AFW,United Kingdom,food,non-alcoholic beverages,E 385 - calcium disodium ethylene diamine tetra acetate (CDEDTA) unauthorised and unauthorised food additive brominated vegetable oil (BVO) in soft drinks from the United States
218,border rejection,04/02/2014,04/02/2014,2014.AFU,Greece,food,"nuts, nut products and seeds",unauthorised use of colour E 110 - Sunset Yellow FCF in cocktail nuts from Singapore
219,border rejection,04/02/2014,04/02/2014,2014.AFT,Greece,food,cereals and bakery products,unauthorised use of colour E 110 - Sunset Yellow FCF in mixed crackers from Singapore
220,border rejection,31/01/2014,03/02/2014,2014.AFI,Latvia,food,fruits and vegetables,"undeclared sulphite (246 mg/kg - ppm) in dehydrated carrots from China, via Ukraine"
221,border rejection,30/01/2014,30/01/2014,2014.AFA,Malta,food,fruits and vegetables,undeclared sulphite (1723 mg/kg - ppm) in dried apricots from Turkey
222,border rejection,29/01/2014,18/02/2014,2014.AEU,Finland,food,"dietetic foods, food supplements, fortified foods",unauthorised food additive cellulose acetate phtalate in food supplement from Israel
223,border rejection,27/01/2014,06/02/2014,2014.AEK,Greece,food,"nuts, nut products and seeds",unauthorised use of colour E 110 - Sunset Yellow FCF (10 mg/kg - ppm) in groundnut crackers from China
224,border rejection,24/01/2014,07/01/2015,2014.AEE,Spain,food,fruits and vegetables,too high content of sulphite (2393 mg/kg - ppm) in dried apricots from Turkey
225,alert,21/01/2014,07/01/2015,2014.0081,Luxembourg,food,"soups, broths, sauces and condiments",too high content of sulphite (440.5 mg/kg - ppm) and undeclared sulphite in mustard from Belgium
